student_id,discussion_title,views,company,leetcode_solved,contest_rating,internships,projects,cgpa,communication_score,cs_fundamentals_score,placement_status,salary_package_lpa
260,Meta Silicon Infra (E4) Full Loop This Week,233,Meta,160,1398,3,4,6.85,94,78,Not Placed,0.0
261,Google Interview Preparation,298,Google,1973,1564,4,2,9.08,40,80,Not Placed,0.0
262,📌📌 Graph Data Structure Best resource for interview [ NOTES + PROBLEMS ]  in C++,332,Unknown,1609,1767,2,1,6.81,77,44,Not Placed,0.0
263,"Amazon SDE Intern Interview in 10 days, not prepared",127,Amazon,788,1714,0,2,8.2,51,68,Not Placed,0.0
264,Amazon Notice period,312,Amazon,2121,2164,1,5,7.49,89,76,Not Placed,0.0
265,Graph Data Structure in C++ (Self Complete Revision Notes + Problems),126,Unknown,1935,1428,1,5,8.06,61,44,Not Placed,0.0
266,0889. Construct Binary Tree from Preorder and Postorder Traversal,0,Unknown,1544,1466,2,4,8.48,78,52,Not Placed,0.0
267,Roadmap for Data Structures and Algorithms in C++(2025),120,Unknown,270,1378,0,2,8.99,41,68,Not Placed,0.0
268,Meta E5 Interview,4,Meta,1621,2168,0,6,6.93,63,83,Not Placed,0.0
269,Meta,0,Meta,326,2269,3,1,9.6,94,78,Not Placed,0.0
270,META| Any E4 ASIC Engineer | Infra Silicon Interview Experience?,140,Meta,1741,1955,4,5,9.21,53,48,Not Placed,0.0
271,"Any ASIC Enginer,Infra Silicon E4 Interview Experience?",17,Unknown,191,1460,4,2,6.54,58,51,Not Placed,0.0
272,Doordash | Onsite Help,237,Unknown,1261,1380,3,6,9.78,73,81,Not Placed,0.0
273,MakeMyTrip SSE Interviewer Ghosted,33,Unknown,1419,2279,4,6,9.44,50,97,Not Placed,0.0
274,Meta E4 US Onsite | Rejected,1494,Meta,1684,2452,2,1,8.9,69,99,Not Placed,0.0
275,Microsoft OA | SDE 2 | Redmond,204,Microsoft,715,1339,2,5,7.28,63,81,Not Placed,0.0
276,Meta | Onsite | E4 | US - Passed,1434,Meta,154,1326,1,5,9.4,85,81,Not Placed,0.0
277,TikTok Frontend Software Engineer Graduate (2025 Start),166,Unknown,2424,1750,0,5,6.03,55,73,Not Placed,0.0
278,Microsoft OA - failed 1 question,189,Microsoft,1181,1290,4,1,7.73,77,83,Not Placed,0.0
279,Meta Variants for Random Pick Index (LC398),853,Meta,1743,2477,2,1,8.61,81,48,Not Placed,0.0
280,Stripe BUG bash,111,Unknown,475,1874,3,3,6.23,57,94,Not Placed,0.0
281,"Help for upcoming interview for Amazon, Bengaluru IN",190,Amazon,2415,1412,1,6,8.18,97,100,Not Placed,0.0
282,Binary Tree FAANG Questions,7608,Unknown,587,2091,0,4,8.48,64,88,Not Placed,0.0
283,BinaryTree FAANG Questions,217,Unknown,519,1255,0,1,6.24,45,82,Not Placed,0.0
284,🚀 Must Do DSA Topics,61,Unknown,2243,2599,1,5,6.33,85,69,Not Placed,0.0
285,Amazon Graduate  EMEA loop scheduling,196,Amazon,410,2268,4,4,7.46,82,41,Not Placed,0.0
286,Permutation vs Combination Basic theory,64,Unknown,196,1290,1,6,6.76,94,89,Not Placed,0.0
287,Delhivery vs GreyOrange,0,Unknown,1255,2063,2,5,6.18,95,65,Not Placed,0.0
288,Find Leaves of Binary Tree,177,Unknown,1866,2594,2,1,7.04,43,79,Not Placed,0.0
289,Google Interview Experience - L4 NOV 2024,425,Google,1213,1794,3,6,7.79,83,95,Not Placed,0.0
290,Google Engineering Manager - SRE,126,Google,321,2197,3,3,8.26,44,65,Not Placed,0.0
291,System Design Round at Meta,558,Meta,767,2130,1,1,8.29,96,73,Not Placed,0.0
292,Amazon SDE-2 (L5) Interview - USA - [ Accepted ],1453,Amazon,523,2138,0,4,8.83,90,48,Not Placed,0.0
293,Meta Leetcode Interview Lists Inconsistency,636,Meta,1209,1819,3,4,9.41,60,75,Not Placed,0.0
294,Meta System Design Onsite E4 Infa question + bonus reject story,189,Meta,1685,1926,0,1,8.82,50,61,Not Placed,0.0
295,Meta | E5 | Phone Screen,413,Meta,307,2248,2,4,9.18,63,50,Not Placed,0.0
296,Microsoft Interview Process,302,Microsoft,261,1816,1,1,8.72,44,81,Not Placed,0.0
297,Amazon AWS | SDE-2 | US,543,Amazon,2077,1496,1,6,8.21,88,62,Not Placed,0.0
298,Meta | Phone Screen | SDE E4/E5 | US,404,Meta,219,2080,2,5,8.77,93,50,Not Placed,0.0
299,Microsoft revert back time after final round,157,Microsoft,1036,1923,2,3,7.68,55,64,Not Placed,0.0
300,I am having Microsoft OA. Codility Test List. What question can I expect in the test ?,208,Microsoft,2106,2429,1,3,9.63,92,95,Not Placed,0.0
301,Meta System Design,68,Meta,1200,1714,0,5,8.53,88,92,Not Placed,0.0
302,meta intern interview,245,Meta,783,2527,1,5,6.5,95,55,Not Placed,0.0
303,Google SAD Interview second round help!!,221,Google,1286,1619,0,4,7.51,68,53,Not Placed,0.0
304,Google Phone Screen Chances,284,Google,456,2066,2,1,8.14,61,95,Not Placed,0.0
305,Salesforce LMTS interview,228,Unknown,211,1705,3,2,6.59,69,78,Not Placed,0.0
306,TCS Prime | C1 Grade | Off Campus | India | Interview Experience | [Offer],40,Unknown,1563,1488,2,6,7.26,86,85,Placed,42.5
307,Cognizant GenC | Python Developer | On Campus | India | Interview Experience | [Offer],36,Unknown,2194,2514,0,1,9.29,57,45,Placed,9.0
308,Google | Phone Screening | 3 Feb 2025 | L3,337,Google,1664,1566,1,6,7.65,86,52,Not Placed,0.0
309,Wysa | NodeJS Developer | Off Campus | India | Interview Experience | [Reject],74,Unknown,781,1750,3,2,7.61,99,81,Not Placed,0.0
310,Wondering about the next rounds,177,Unknown,1639,1901,2,4,9.38,48,67,Not Placed,0.0
311,How are you all getting shortlisted for Meta Interviews?,575,Meta,2079,1965,4,6,7.24,85,65,Not Placed,0.0
312,"Bloomberg - Software Engineer (Grad), London",154,Unknown,2357,1973,4,5,8.41,70,81,Not Placed,0.0
313,Does Meta ask dynamic programming (DP) questions in interviews?,360,Meta,771,2253,4,2,6.89,40,78,Not Placed,0.0
314,Meta E5 Phone Screen,1263,Meta,151,1964,3,3,7.1,90,80,Not Placed,0.0
315,Meta E4 Round 1 - Technical Screen,185,Meta,108,1780,2,6,9.44,45,45,Not Placed,0.0
316,Whiteboard Practice for Interviews?,179,Unknown,1998,1306,4,4,6.68,69,79,Not Placed,0.0
317,Meta | E4 Infra | Onsite | Reject,617,Meta,100,2172,0,3,7.34,68,86,Not Placed,0.0
318,Meta E4 Monetization team,570,Meta,498,1726,3,1,9.49,59,91,Not Placed,0.0
319,Phone Interview Tips for Brex,6,Unknown,204,1538,0,3,7.13,55,49,Not Placed,0.0
320,Expedia | SDE2,124,Unknown,976,2255,4,3,7.14,88,92,Not Placed,0.0
321,Meta | Phone Screen,268,Meta,533,1729,1,2,9.16,56,93,Not Placed,0.0
322,Meta - E5/E6 Screen,675,Meta,2033,1919,3,1,8.64,41,94,Not Placed,0.0
323,Meta E5 Phone Screening | Bengaluru India,103,Meta,386,1674,3,4,7.7,58,97,Not Placed,0.0
324,EPAM Lead Data Engineer Interview Experience,77,Unknown,1882,2116,0,2,8.67,92,65,Not Placed,0.0
325,Meta E4 Team Matching,434,Meta,890,2173,1,3,7.81,66,81,Not Placed,0.0
326,"Got a Job Offer from a US Startup, Should I Renegotiate My Salary and Equity? Seeking Advice",45,Unknown,780,2296,2,1,8.0,50,72,Placed,36.18
327,Ethos SDE Fresher (0-1) Interview Preparation: Questions and Topics,1034,Unknown,2266,1975,4,3,6.7,99,74,Not Placed,0.0
328,Google | Phone screen Round,258,Google,486,1589,0,5,8.67,70,93,Not Placed,0.0
329,GOOGLE all latest OA and INTERVIEW problems [ 2022- 2024 ],2741,Google,1091,1631,3,6,6.94,69,63,Not Placed,0.0
330,Amazon OA,825,Amazon,1873,1283,3,5,9.1,58,45,Not Placed,0.0
331,Salesforce OA,135,Unknown,175,1578,2,1,9.29,84,90,Not Placed,0.0
332,Google Interview Questions from 2022-2024,29649,Google,968,1853,4,4,9.53,86,63,Not Placed,0.0
333,Amazon OA Feb 2025,634,Amazon,873,1555,3,2,7.11,69,88,Not Placed,0.0
334,Salesforce OA questions,178,Unknown,1959,2050,0,5,6.78,70,73,Not Placed,0.0
335,Sliding Window TOP Questions that must be solved,161,Unknown,1785,2360,3,5,7.95,100,54,Not Placed,0.0
336,MICROSOFT DRIVE | 15th Feb 2025,362,Microsoft,682,2151,1,4,8.12,45,59,Not Placed,0.0
337,Meta | Phone Screen,456,Meta,425,2268,4,5,8.22,99,98,Not Placed,0.0
338,Meta E5 | Phone Screen,312,Meta,1964,1277,0,5,9.13,71,53,Not Placed,0.0
339,AMAZON SDE OA RESULTS,18,Amazon,1537,2035,1,1,8.44,98,69,Not Placed,0.0
340,META | Data Engineer | Product Analytics | Tech Screen,1,Meta,1195,2353,1,6,8.35,67,98,Not Placed,0.0
341,Goldman Sachs | CoderPad | Graphs,208,Unknown,907,1984,3,6,8.73,49,98,Not Placed,0.0
342,CRED | SDE2,277,Unknown,2025,1371,2,6,9.44,82,97,Not Placed,0.0
343,Amazon OA Prep Strategy,437,Amazon,934,2143,4,2,8.86,62,71,Not Placed,0.0
344,Google | L4 | US | Phone + Onsite,248,Google,1805,1659,1,6,7.76,55,91,Not Placed,0.0
345,Meta | Onsite | SDE E4 | US,4782,Meta,2242,2162,1,4,9.57,40,57,Not Placed,0.0
346,Meta E4 Interview (iOS Engineer),18,Meta,932,1286,0,6,9.69,46,62,Not Placed,0.0
347,Need help with Daily Problem of 19-feb-2025,28,Unknown,1697,1936,0,6,7.95,81,86,Not Placed,0.0
348,Meta | E4 | Phone Screen,238,Meta,120,2170,4,3,8.5,56,53,Not Placed,0.0
349,META E4 SCREEN,572,Meta,830,1444,3,4,7.02,89,76,Not Placed,0.0
350,How quickly is the rating updated after a contest?,14,Unknown,1899,1671,4,2,8.92,66,56,Not Placed,0.0
351,Microsoft l60 offer evaluation and buyback query,143,Microsoft,1918,1348,1,6,7.78,88,100,Placed,18.76
352,Amazon OA - Question 2 - Batch Packing,509,Amazon,712,1817,2,5,7.49,49,45,Not Placed,0.0
353,Triangle(120 Leetcode),141,Unknown,2309,2583,3,1,7.53,92,60,Not Placed,0.0
354,Amazon Front End Engineer 1 Interview Round 2,199,Amazon,1193,1323,3,6,8.9,85,83,Not Placed,0.0
355,How to appear for LLD round at Amazon?,489,Amazon,1339,1889,3,6,7.36,100,40,Not Placed,0.0
356,Meta Variant for Missing Ranges (LC163),1485,Meta,855,2035,4,4,9.38,76,99,Not Placed,0.0
357,50 days badge not received,0,Unknown,223,2067,2,4,7.09,66,81,Not Placed,0.0
358,Meta | Research ML | USA,350,Meta,504,1544,0,4,6.74,51,67,Not Placed,0.0
359,Salesforce - FAKE HIRING DRIVE,9,Unknown,645,1828,4,6,8.95,61,62,Not Placed,0.0
360,Mindbody + classpass interview experience,168,Unknown,2498,2336,3,3,6.37,98,50,Not Placed,0.0
361,AthenaHealth | MTS | Interview Experience,80,Unknown,1281,1917,3,6,9.27,75,58,Not Placed,0.0
362,Preapring For Googliness Round,194,Unknown,1644,2168,4,2,7.69,96,67,Not Placed,0.0
363,OpenAI Machine Learning Engineer,116,Unknown,1899,1293,1,2,8.52,51,43,Not Placed,0.0
364,Meta E4 Technical Screening,1017,Meta,1982,1898,1,4,6.75,75,80,Not Placed,0.0
365,Google L4 phone screening round prep,200,Google,2338,2320,2,3,8.2,55,47,Not Placed,0.0
366,Amazon OA question SDE,19,Amazon,1243,1212,1,4,8.72,94,51,Not Placed,0.0
367,Google L3 Team Matching - USA,223,Google,2024,2423,1,5,6.8,57,100,Not Placed,0.0
368,Need Info About Amazon SDE 2 Phone Interview,309,Amazon,1482,1437,4,4,8.03,78,63,Not Placed,0.0
369,Facebook L4 Phone Screen,369,Unknown,1140,1213,3,3,7.55,97,71,Not Placed,0.0
370,Randomized Paired Index Generator,40,Unknown,184,2133,4,6,6.32,57,63,Not Placed,0.0
371,Senior SWE Linkedin phone screen & onsites,394,Unknown,1940,2459,0,6,7.85,76,71,Not Placed,0.0
372,Meta SWE London Phone Screen,233,Meta,1512,2257,3,2,6.34,83,69,Not Placed,0.0
373,Meta Screening,699,Meta,100,1891,0,1,7.5,42,61,Not Placed,0.0
374,Meta Screening,507,Meta,305,2295,3,4,6.2,74,82,Not Placed,0.0
375,Meta Screening | Product | US,833,Meta,327,2067,2,5,7.4,40,42,Not Placed,0.0
376,Language Confusion for LLD interviews,81,Unknown,747,2506,3,2,6.99,62,52,Not Placed,0.0
377,Meta Onsite Experience [E4] Product SWE,554,Meta,1187,2396,2,1,8.97,98,44,Not Placed,0.0
378,50 Days LeetCode Badge,22,Unknown,2207,1428,0,1,8.48,53,86,Not Placed,0.0
379,Google L3 Interview Expierence | Full Questions,5618,Google,359,1530,4,5,9.62,80,58,Not Placed,0.0
380,Amazon OA Question | SDE II,614,Amazon,516,1332,4,1,9.08,46,48,Not Placed,0.0
381,Minimum Moves to Match Digits,89,Unknown,1141,2336,1,3,8.12,87,81,Not Placed,0.0
382,Google interview L3,207,Google,1625,1819,0,2,7.38,65,86,Not Placed,0.0
383,Grab | Senior Software Engineer | Interview Experience,0,Unknown,801,1859,0,5,7.31,62,44,Not Placed,0.0
384,Google L3 interview help,262,Google,1651,1844,2,5,8.23,54,49,Not Placed,0.0
385,Dolby Laboratories: Senior applied AI researcher,0,Unknown,525,1657,0,3,8.58,75,73,Not Placed,0.0
386,🚀 My PhonePe SDE-1 Interview Experience,18,Unknown,390,1744,2,4,8.75,47,60,Not Placed,0.0
387,Google Interview L3 Question,2466,Google,135,2242,0,3,9.02,84,48,Not Placed,0.0
388,HM Round rescheduled 3 times in a row. | Linkedin | SSE Role.,226,Unknown,1110,2145,2,3,6.44,65,87,Not Placed,0.0
389,Removing duplicate nodes in an unsorted linked list,99,Unknown,1554,1776,0,1,9.7,59,59,Not Placed,0.0
390,Microsoft OA (16/02/2025),252,Microsoft,1033,2047,2,5,8.43,75,86,Not Placed,0.0
391,AngelOne | SDE 3 | LLD Round,143,Unknown,664,1270,0,3,6.42,90,59,Not Placed,0.0
392,Anyone received Salesforce OA 2025,146,Unknown,1777,2106,4,5,8.7,61,49,Not Placed,0.0
393,"Microsoft | SDE1 (L60) |  Bangalore, India",360,Microsoft,2375,1368,2,3,8.21,75,61,Not Placed,0.0
394,Infosys Specialist Programmer | 2024 | OFFER,0,Unknown,1859,1360,3,4,9.39,46,61,Placed,11.79
395,HashedIn by Deloitte 2024 | SDE-1| OFFER,0,Unknown,2413,1818,4,4,6.53,60,73,Placed,41.55
396,Amazon OA Interview Question 1,224,Amazon,482,2112,0,5,9.39,83,85,Not Placed,0.0
397,Walmart Senior SWE Onsite,13,Walmart,1591,1491,4,6,6.01,47,54,Not Placed,0.0
398,Got My First Microsoft SE II Frontend Interview (Hyderabad) – What to Expect?,212,Microsoft,107,1927,4,5,9.49,58,40,Not Placed,0.0
399,Mathworks OA Question - EDG Position,66,Unknown,964,1853,4,4,6.75,62,79,Not Placed,0.0
400,2375. Construct Smallest Number From DI String,41,Unknown,1965,2570,0,1,7.68,62,43,Not Placed,0.0
401,Software Engineer Apple Watch,229,Apple,1019,2476,3,6,7.24,93,41,Not Placed,0.0
402,Bloomberg interview for senior software engineer,4,Unknown,2385,1644,4,6,7.06,50,42,Not Placed,0.0
403,LinkedIn Onsite round,18,Unknown,1372,1354,1,6,8.57,94,56,Not Placed,0.0
404,"Name more storage types  than file , DB storage",71,Unknown,1259,1991,1,3,9.11,98,42,Not Placed,0.0
405,Amazon New Grad SDE 1 | OA | Calculate Max Quality Score,1329,Amazon,1847,1797,4,5,6.99,70,42,Not Placed,0.0
406,Meta | E4  - System Deisgn,168,Meta,2290,2227,2,5,9.71,68,91,Not Placed,0.0
407,Delhivery Round1 DSA | SDE2 Backend,61,Unknown,1566,2484,3,1,7.56,82,47,Not Placed,0.0
408,Google L4 Interview Help,412,Google,962,2062,3,6,7.13,49,75,Not Placed,0.0
409,Amazon OA Question,613,Amazon,1949,1953,3,1,6.45,70,80,Not Placed,0.0
410,Google Team Match Questions,361,Google,2313,1434,1,2,8.25,47,84,Not Placed,0.0
411,1079. Letter Tile Possibilities,40,Unknown,942,2336,4,1,6.97,100,58,Not Placed,0.0
412,Juspay hiring challenge feb'25,16,Unknown,1624,1453,0,1,6.22,95,68,Not Placed,0.0
413,Amazon Bar Raiser Round for SDE2,917,Amazon,2338,1203,4,4,6.9,64,43,Not Placed,0.0
414,Goldman Sachs | CoderPad,16,Unknown,899,2444,4,3,8.18,52,74,Not Placed,0.0
415,Microsoft OA (16/02/2025),204,Microsoft,461,1467,2,5,6.45,97,65,Not Placed,0.0
416,Maximize characters to be removed from string with given condition,20,Unknown,1496,1437,1,3,8.42,99,99,Not Placed,0.0
417,Meta Data Engineering Onsite round,519,Meta,735,2391,2,3,9.11,62,61,Not Placed,0.0
418,Meta | SWE E4 | London,609,Meta,695,1564,0,6,8.04,92,99,Not Placed,0.0
419,Datadog Software Engineer - Frontend (EMEA) Interview,248,Unknown,2304,1290,0,4,6.33,72,97,Not Placed,0.0
420,Meta E5 engineer interview,816,Meta,2345,2540,4,1,8.68,95,92,Not Placed,0.0
421,Microsoft OA 17-02-2025,337,Microsoft,569,2191,0,4,8.36,79,51,Not Placed,0.0
422,No Ancestor Subset Hackerrank DE Shaw,139,Unknown,1233,1334,4,6,8.24,94,52,Not Placed,0.0
423,Meta Variant for Diameter of Binary Tree (LC543),1141,Meta,723,1330,2,5,7.35,66,50,Not Placed,0.0
424,Google L4 Stuck in Team matching,352,Google,919,2429,4,3,6.88,87,95,Not Placed,0.0
425,Google | Interview Experience,2693,Google,2306,1277,1,3,8.16,77,59,Not Placed,0.0
426,Location Solutions | Software Engineer | Remote Offer,140,Unknown,1486,1981,0,2,8.08,46,95,Placed,37.29
427,Google Recruiter not responding,399,Google,1148,1707,3,5,8.75,77,53,Not Placed,0.0
428,"[Flexport OA]Solved 3/4, what are the chances of going to the next round?",6,Unknown,501,2209,3,2,6.25,70,55,Not Placed,0.0
429,Uber Phone Interview,10,Uber,256,2048,1,1,7.65,97,95,Not Placed,0.0
430,LLD Help - Javascript,404,Unknown,1706,2305,2,5,6.21,47,98,Not Placed,0.0
431,Tesco  Interview,0,Unknown,2407,1654,1,5,8.47,49,42,Not Placed,0.0
432,Need quick help on a OS interview question,277,Unknown,2416,1923,3,3,9.6,65,51,Not Placed,0.0
433,Google Telephone Screening round,928,Google,1418,1785,2,3,6.04,74,79,Not Placed,0.0
434,Design Distributed Job Scheduler.,388,Unknown,1023,1741,1,4,9.14,86,86,Not Placed,0.0
435,Goldman Sach Super Day,437,Unknown,1857,1610,3,2,8.42,54,53,Not Placed,0.0
436,Meta | SWE E4 Infra | US,1268,Meta,1372,1397,0,2,7.63,44,90,Not Placed,0.0
437,Why designing WhatsApp use queue/Kafka for sending message instead of HTTP?,123,Unknown,1443,2499,0,1,9.22,79,42,Not Placed,0.0
438,Online Assesment,139,Unknown,1809,1684,3,1,7.4,80,86,Not Placed,0.0
439,Separated Square I Solution Leet Code BiWeekly Contest 150,56,Unknown,140,2491,2,5,9.19,75,99,Not Placed,0.0
440,System Design | Frontend | Question,113,Unknown,579,1727,4,1,8.11,61,55,Not Placed,0.0
441,Goldman Sachs | OA |  Associate SDE-2 | Feb 2025,610,Unknown,1556,1299,3,3,9.55,44,82,Not Placed,0.0
442,Meta full loop,5,Meta,1863,1282,3,6,9.53,58,83,Not Placed,0.0
443,Microsoft - SDE 2- Reject,580,Microsoft,1647,1823,0,1,7.63,66,43,Not Placed,0.0
444,Goldman Superday round cancelled.,17,Unknown,362,2212,1,1,9.49,46,64,Not Placed,0.0
445,Amazon | SDE-1 | Bangalore | Dec 2024 [ Offer ],15362,Amazon,494,2542,4,6,6.01,43,70,Placed,26.72
446,LinkedIn SWE OA,343,Unknown,435,2471,1,1,7.15,43,90,Not Placed,0.0
447,Minimum Cost with different Size,361,Unknown,1813,1665,3,4,9.44,88,92,Not Placed,0.0
448,Zeta Backend Software Development Engineer 2 Interview Experience (Selected),11,Unknown,289,2382,0,6,6.23,76,43,Placed,32.13
449,Microstrategy | Online Assessment | SDE,54,Unknown,2464,2084,1,1,6.43,83,71,Not Placed,0.0
450,Amazon Interview,516,Amazon,411,2259,2,1,6.06,98,79,Not Placed,0.0
451,what are my google chances,311,Google,581,1924,1,1,8.49,94,70,Not Placed,0.0
452,What are my paypal chances ?,217,Unknown,1434,1649,4,4,7.59,99,68,Not Placed,0.0
453,Meta | Screening | SWE E4 Infra | US,919,Meta,2052,2024,3,5,7.68,81,96,Not Placed,0.0
454,AMAZON SDEI Intern 2025 Final Round,29,Amazon,343,1647,2,5,8.12,40,48,Not Placed,0.0
455,IBM Coding Assessment Internship Summer 2025,110,Unknown,2376,2168,3,6,9.34,73,83,Not Placed,0.0
456,Interview experience | L60,297,Unknown,173,2017,4,4,8.31,43,88,Not Placed,0.0
457,Mastering Recursion: Counting Subsequences with the Pick/Not Pick Pattern 🚀,61,Unknown,515,1748,0,2,9.0,54,75,Not Placed,0.0
458,Microsoft hiring drive 14th Feb,233,Microsoft,2212,2091,2,1,8.13,79,51,Not Placed,0.0
459,Meta E4 - USA - Approved,134,Meta,636,2070,1,3,8.76,46,41,Not Placed,0.0
460,Uber Interview,15,Uber,1366,2196,1,3,8.38,54,49,Not Placed,0.0
461,Amazon SDE2 OA first round,255,Amazon,744,1832,1,3,9.56,72,60,Not Placed,0.0
462,Meta Variant for Copy List Random Pointer (LC138),430,Meta,1748,2178,3,2,7.1,44,96,Not Placed,0.0
463,Myntra SDE 1 Backend | Interview Experience,2835,Unknown,1159,1989,3,6,7.03,96,50,Not Placed,0.0
464,Team Matching Round in Google,521,Google,1998,1438,3,3,9.1,83,53,Not Placed,0.0
465,META | E5 | Screening,443,Meta,2445,1562,0,6,6.11,60,62,Not Placed,0.0
466,Compilation of Meta product design/architecture Round,247,Meta,781,1320,1,3,7.91,54,94,Not Placed,0.0
467,Tips on how to prepare for MS interviews,181,Unknown,1651,2504,2,4,6.29,93,56,Not Placed,0.0
468,OS (Operating System) short revision || Interview preparation,45,Unknown,2159,1362,4,6,8.35,86,53,Not Placed,0.0
469,Meta | Onsite | Software Engineer E4 | USA | Offer,3666,Meta,2206,1674,0,4,9.5,45,89,Placed,47.21
470,Amazon | Phone | Missing number,385,Amazon,2032,2294,0,3,7.93,74,93,Not Placed,0.0
471,Got an OA for Amazon Frontend Engineer Role – What to Expect?,176,Amazon,1830,2376,3,3,6.55,44,42,Not Placed,0.0
472,Flipkart | SDE-2 | Bangalore | Jan 2025 [Offer],536,Unknown,1976,1570,0,3,9.76,50,71,Placed,6.54
473,Problems for me to solved/revisit,50,Unknown,449,2201,4,1,8.22,92,56,Not Placed,0.0
474,META | E5 MLE | screen,256,Meta,124,1393,1,4,8.39,60,97,Not Placed,0.0
475,Amazon SDE2 Interview Question,982,Amazon,1237,2323,3,5,9.25,72,91,Not Placed,0.0
476,META | Software Engineer (Product) E5 | Full Loop,864,Meta,784,1500,0,3,9.62,85,97,Not Placed,0.0
477,Amazon interview SDE 2,1243,Amazon,1603,1969,0,5,8.11,74,77,Not Placed,0.0
478,Meta PE Intern Screening,0,Meta,1059,2099,0,3,6.11,88,43,Not Placed,0.0
479,Reddit tech screen - senior software engineer,221,Unknown,1231,1814,1,5,7.31,61,49,Not Placed,0.0
480,Google hiring committee chances,465,Google,561,1245,4,4,6.78,94,90,Not Placed,0.0
481,Zeta | Virtual | Avoid Flood in City | SDE-2,1,Unknown,335,2340,1,1,9.44,91,63,Not Placed,0.0
482,Amazon System Development Engineer L4,231,Amazon,719,2306,2,5,9.08,48,100,Not Placed,0.0
483,META | Software Engineer (Product) E5 | Screening,1711,Meta,1102,1781,3,5,8.39,56,57,Not Placed,0.0
484,Meta Mid-level engineer role,205,Meta,2214,1814,1,6,8.1,100,63,Not Placed,0.0
485,Waymo Data Engineer,129,Unknown,1402,1275,4,4,6.95,57,61,Not Placed,0.0
486,SDE | Waffor | Interview Question need Optimal Approach,90,Unknown,2049,2367,2,3,7.28,50,66,Not Placed,0.0
487,Amazon SDE 2,442,Amazon,1743,2269,4,1,9.76,89,93,Not Placed,0.0
488,How to Approach Job Searching in Canada as a Software Developer?,16,Unknown,951,2211,3,5,9.27,43,95,Not Placed,0.0
489,Amazon OA 2025,725,Amazon,1660,1282,1,4,6.71,56,46,Not Placed,0.0
490,Amazon Third Round Interview Experience | Fresher | SDE - 1 | India,1068,Amazon,750,1230,3,4,6.23,88,69,Not Placed,0.0
491,Meta E5 team matching eta,536,Meta,978,1310,0,1,9.6,84,58,Not Placed,0.0
492,Demonware Activision OA,54,Unknown,1057,2405,2,1,7.87,54,53,Not Placed,0.0
493,Google Interview Feedback || L3,475,Google,166,1852,4,4,7.26,56,93,Not Placed,0.0
494,OA Problem,449,Unknown,2163,1533,3,5,6.79,83,62,Not Placed,0.0
495,Facebook | System Design | Single Node Design,248,Unknown,453,1945,0,3,6.15,60,64,Not Placed,0.0
496,Paypal (SDE3 - Bengaluru) vs Microsoft (SDE 2 - Hyderabad) offer evaluation,307,Microsoft,403,1587,0,5,7.27,58,80,Placed,17.05
497,OFFER DISCUSS || PORTER VS HIVE PRO,0,Unknown,188,2121,1,5,6.95,51,57,Placed,28.61
498,LinkedIn SWE Phone Screen USA,395,Unknown,1671,2114,1,2,9.32,54,60,Not Placed,0.0
499,Rokt Loop Interview,0,Unknown,1425,2505,3,5,6.38,46,74,Not Placed,0.0
500,Paypal OA,246,Unknown,1124,1540,0,6,8.31,93,66,Not Placed,0.0
