student_id,cgpa,internships,projects,certifications,coding_score,aptitude_score,communication_score,logical_reasoning_score,github_repos,mock_interview_score,attendance_percentage,backlogs,placement_status,salary_package_lpa,company,article_url
152,8.59,2,4,3,41,89,66,97,11,76,86.89,1,Placed,8.42,Mastercard,https://www.geeksforgeeks.org/interview-experiences/mastercard-interview-experience-for-sde-intern-on-campus/
153,9.09,3,3,4,59,83,75,45,4,71,75.08,2,Not Placed,0.0,Google,https://www.geeksforgeeks.org/interview-experiences/google-interview-experience-on-campus/
154,9.17,0,1,1,72,86,45,87,6,90,76.46,2,Not Placed,0.0,Unknown,https://www.geeksforgeeks.org/interview-experiences/schneider-electric-technical-interview-experience/
155,7.32,3,5,7,94,87,79,100,0,46,71.09,1,Placed,17.9,Zscaler,https://www.geeksforgeeks.org/interview-experiences/zscaler-interview-experience-for-internship/
156,9.47,2,1,4,53,82,67,52,4,55,79.61,0,Not Placed,0.0,ION Trading Private Limited,https://www.geeksforgeeks.org/interview-experiences/ion-trading-private-limited-interview-experience-oncampus-sde/
157,7.79,0,2,5,72,70,79,75,10,44,96.89,1,Placed,38.93,PubMatic,https://www.geeksforgeeks.org/interview-experiences/pubmatic-interview-experience-on-campus-2/
158,8.13,0,2,6,67,79,69,95,9,86,67.98,0,Placed,38.15,Accenture,https://www.geeksforgeeks.org/interview-experiences/accenture-interview-experience-for-advanced-application-engineering-analyst-fte-oncampus/
159,8.79,4,5,5,88,65,100,64,16,90,94.8,2,Placed,7.74,Mastercard,https://www.geeksforgeeks.org/interview-experiences/mastercard-interview-experience-sde-on-campus/
160,8.2,3,2,5,100,76,73,56,13,82,85.58,2,Placed,6.21,rtCamp,https://www.geeksforgeeks.org/interview-experiences/rtcamp-interview-experience-for-software-engineer-trainee-on-campus/
161,9.42,2,3,6,57,55,52,84,16,62,95.43,2,Not Placed,0.0,Unknown,https://www.geeksforgeeks.org/interview-experiences/cognizant-interview-experience-programmer-analyst-trainee-on-campus-hire/
162,6.19,4,3,7,82,67,98,81,17,72,79.21,1,Not Placed,0.0,ARC Document Solutions,https://www.geeksforgeeks.org/interview-experiences/arc-document-solutions-interview-experience-for-python-dev-on-campus/
163,9.67,1,5,5,96,62,54,85,11,70,92.7,0,Placed,29.0,London Stock Exchange Group (LSEG),https://www.geeksforgeeks.org/interview-experiences/london-stock-exchange-group-lseg-interview-experience-technology-graduate-program-full-time/
164,6.96,0,3,5,73,68,66,41,9,76,86.5,1,Placed,40.04,Deloitte,https://www.geeksforgeeks.org/interview-experiences/deloitte-interview-experience-on-campus-placement-drive-2024-product-engineering-analyst-role/
165,8.58,0,3,2,98,45,91,76,1,81,96.84,2,Not Placed,0.0,Grape-City,https://www.geeksforgeeks.org/interview-experiences/grape-city-interview-experience-on-campus-2024-25/
166,8.56,0,2,5,67,55,88,82,3,86,85.17,2,Placed,35.49,rtCamp,https://www.geeksforgeeks.org/interview-experiences/rtcamp-interview-experience-web-engineers-php-on-campus-2023/
167,8.65,4,4,3,98,44,67,96,12,96,75.19,2,Placed,43.17,Deloitte India,https://www.geeksforgeeks.org/interview-experiences/deloitte-india-interview-experience-on-campus-2024/
168,6.8,0,3,4,96,71,92,92,17,61,96.09,0,Placed,26.27,AlgoSec,https://www.geeksforgeeks.org/interview-experiences/algosec-interview-experience-on-campus/
169,6.47,2,6,7,99,90,79,56,13,90,89.96,0,Placed,14.27,Salesforce,https://www.geeksforgeeks.org/interview-experiences/salesforce-interview-experience-sde-intern-on-campus-2024/
170,9.19,4,3,2,52,94,58,86,1,99,69.94,1,Not Placed,0.0,Accenture,https://www.geeksforgeeks.org/interview-experiences/accenture-interview-experience-associate-software-engineer-on-campus/
171,6.41,2,1,7,87,82,62,70,7,67,96.38,2,Placed,36.51,SAP Labs Summer,https://www.geeksforgeeks.org/interview-experiences/sap-labs-summer-interview-experience-ixp-intern-2024/
172,7.21,4,1,0,95,63,51,76,13,76,79.19,2,Placed,32.0,Caterpillar,https://www.geeksforgeeks.org/interview-experiences/caterpillar-interview-experience-on-campus-2024-2/
173,8.4,1,3,7,58,76,71,42,12,44,93.94,0,Placed,25.9,Quicko Infosoft,https://www.geeksforgeeks.org/interview-experiences/quicko-infosoft-interview-experience-on-campus-october-2023/
174,6.18,3,1,7,86,64,87,69,3,58,65.18,1,Placed,22.9,Infineon Technologies,https://www.geeksforgeeks.org/interview-experiences/infineon-technologies-interview-experience-on-campus-2024/
175,8.35,4,5,4,95,64,90,56,7,99,93.64,0,Placed,20.58,MAQ Software,https://www.geeksforgeeks.org/interview-experiences/maq-software-interview-experience-sde-1-on-campus/
176,7.46,3,2,3,89,89,43,58,9,62,86.91,2,Placed,37.17,Tracelink,https://www.geeksforgeeks.org/interview-experiences/tracelink-interview-experience-on-campus-for-internship/
177,6.59,3,3,7,81,76,61,83,11,94,83.14,2,Not Placed,0.0,Hewlett Packard Enterprise(HP),https://www.geeksforgeeks.org/interview-experiences/hewlett-packard-enterprisehp-interview-experience-internship/
178,7.73,1,3,3,83,91,61,90,10,91,91.26,2,Not Placed,0.0,Oracle,https://www.geeksforgeeks.org/interview-experiences/oracle-interview-experience-on-campus-9/
179,8.26,3,4,1,51,79,86,74,2,98,94.39,1,Placed,24.52,SAP Labs,https://www.geeksforgeeks.org/interview-experiences/sap-labs-interview-experience-on-campus-2/
180,9.53,0,4,1,70,69,42,89,19,47,66.37,0,Placed,43.79,Deloitte,https://www.geeksforgeeks.org/interview-experiences/deloitte-interview-experience-for-technology-analyst-or-equivalentcyber-strategic-risk-on-campus-2024/
181,6.23,3,4,6,83,50,99,87,17,65,87.73,1,Not Placed,0.0,McKinsey,https://www.geeksforgeeks.org/interview-experiences/mckinsey-interview-experience-on-campus-recruitment-2024-junior-software-developer-internship-full-time/
182,8.55,4,3,0,59,76,87,71,11,90,79.88,2,Placed,43.41,Capgemini,https://www.geeksforgeeks.org/interview-experiences/capgemini-interview-experience-on-campus-24-25/
183,6.71,0,3,7,81,43,54,51,16,47,91.58,0,Placed,29.14,Unknown,https://www.geeksforgeeks.org/interview-experiences/infosys-interiew-experience/
184,9.49,4,4,2,54,96,75,64,9,76,84.18,0,Not Placed,0.0,Unknown,https://www.geeksforgeeks.org/interview-experiences/kla-internship-experience-for-sipon-campus/
185,7.35,3,5,4,98,48,84,99,2,67,72.2,2,Not Placed,0.0,Deloitte USI,https://www.geeksforgeeks.org/interview-experiences/deloitte-usi-interview-experience-business-technology-analyst-on-campus/
186,9.0,3,1,7,69,64,75,81,2,54,90.5,0,Placed,13.44,Zeus Learning,https://www.geeksforgeeks.org/interview-experiences/zeus-learning-interview-experience-for-software-developer-on-campus-2024/
187,8.0,4,1,1,98,77,67,93,3,66,86.01,2,Placed,20.38,Siemens DISW,https://www.geeksforgeeks.org/interview-experiences/siemens-disw-interview-experience-on-campus-intern-drive/
188,6.8,0,5,1,91,94,56,61,14,76,76.01,1,Placed,4.06,TATA Elxsi,https://www.geeksforgeeks.org/interview-experiences/tata-elxsi-interview-experience-on-campus-2024/
189,9.45,2,1,8,87,92,87,60,19,52,75.16,1,Placed,36.28,InMobi,https://www.geeksforgeeks.org/interview-experiences/inmobi-interview-experience-2024-on-campus/
190,7.2,1,6,8,48,73,44,62,18,55,66.54,1,Placed,31.3,Mastercard,https://www.geeksforgeeks.org/interview-experiences/mastercard-interview-experience-on-campus-1/
191,9.48,3,2,1,97,62,84,78,16,49,83.65,0,Not Placed,0.0,Trianz,https://www.geeksforgeeks.org/interview-experiences/trianz-interview-experience-on-campus/
192,8.41,2,4,7,55,97,68,71,16,77,88.34,1,Placed,34.75,Accenture,https://www.geeksforgeeks.org/interview-experiences/accenture-interview-experience-on-campus-sep-2024-aeh/
193,9.2,1,5,7,50,46,75,90,17,47,65.39,0,Placed,21.36,Acko Insurance Limited,https://www.geeksforgeeks.org/interview-experiences/acko-insurance-limited-interview-experience-for-sde-internship-july-dec-on-campus/
194,7.46,4,6,0,79,43,40,42,17,63,96.2,0,Placed,6.69,Tally Solutions,https://www.geeksforgeeks.org/interview-experiences/tally-solutions-interview-experience-trainee-software-engineer/
195,8.28,2,2,5,70,48,95,42,8,41,84.9,2,Placed,28.79,Amadeus Labs,https://www.geeksforgeeks.org/interview-experiences/amadeus-labs-interview-experience-on-campus-2025-batch/
196,8.28,4,5,0,91,99,66,65,15,66,88.13,0,Placed,36.55,HCLTech,https://www.geeksforgeeks.org/interview-experiences/hcltech-interview-experience-ftp/
197,6.43,0,1,0,77,81,75,56,3,65,88.43,0,Placed,30.99,Accenture,https://www.geeksforgeeks.org/interview-experiences/accenture-interview-experienceon-campus-4/
198,6.76,1,4,1,72,88,63,44,13,96,85.48,1,Placed,9.45,Systools Private Limited,https://www.geeksforgeeks.org/interview-experiences/systools-private-limited-interview-experience-on-campus/
199,6.07,2,1,4,72,93,73,99,2,77,80.06,0,Placed,16.99,ZS associates,https://www.geeksforgeeks.org/interview-experiences/zs-associates-interview-experience-for-btsa-2023-on-campus/
200,9.41,3,6,5,58,64,88,96,17,71,87.7,2,Placed,11.91,ICICI Bank,https://www.geeksforgeeks.org/interview-experiences/icici-bank-interview-experience-for-deputy-manager-ii-on-campus-2024-nit-patna/
201,6.09,3,2,0,96,75,63,61,5,69,71.43,0,Placed,12.8,Wells Fargo,https://www.geeksforgeeks.org/interview-experiences/wells-fargo-interview-experience-2025-on-campus-full-time/
202,6.18,2,1,3,97,95,45,69,7,61,93.49,2,Placed,7.51,Oracle,https://www.geeksforgeeks.org/interview-experiences/oracle-interview-experience-for-associate-software-engineer-2023/
203,9.28,2,4,4,67,64,51,40,14,96,73.4,0,Not Placed,0.0,Unknown,https://www.geeksforgeeks.org/category/experiences/interview-experiences/
204,6.79,4,3,3,70,79,52,98,19,78,71.8,0,Placed,38.62,Oracle,https://www.geeksforgeeks.org/interview-experiences/oracle-interview-experience-sde-2024/
205,7.66,0,3,6,99,83,75,86,6,53,66.12,1,Placed,41.23,TCS Prime,https://www.geeksforgeeks.org/interview-experiences/tcs-prime-interview-experience-2024-off-campus/
206,7.14,0,1,2,57,84,99,78,5,42,95.1,1,Not Placed,0.0,Quantiphi,https://www.geeksforgeeks.org/interview-experiences/quantiphi-interview-experience-campus-recruitment-drive/
207,7.22,2,5,2,41,56,40,60,10,60,94.92,2,Placed,26.44,Barclays BGSC,https://www.geeksforgeeks.org/interview-experiences/barclays-bgsc-interview-experience/
208,7.12,0,6,6,78,67,46,61,2,94,92.26,2,Placed,14.16,GE Healthcare,https://www.geeksforgeeks.org/interview-experiences/ge-healthcare-interview-experience-for-internship-on-campus-2024/
209,8.04,2,4,7,65,82,87,57,3,54,68.14,1,Placed,32.41,Comcast,https://www.geeksforgeeks.org/interview-experiences/comcast-interview-experience-on-campus/
210,7.37,2,2,6,40,92,51,53,3,81,79.93,0,Placed,6.75,Eucloid Data Solutions (,https://www.geeksforgeeks.org/interview-experiences/eucloid-data-solutions-interview-experience-2024/
211,8.26,0,2,6,52,55,52,98,11,49,80.86,2,Not Placed,0.0,Argusoft Campus,https://www.geeksforgeeks.org/interview-experiences/argusoft-campus-interview-experience/
212,8.06,2,4,3,67,83,41,64,0,68,94.97,0,Not Placed,0.0,MakeMyTrip,https://www.geeksforgeeks.org/interview-experiences/makemytrip-interview-experience-for-quality-assurance-engineer-on-campus/
213,8.03,1,6,6,74,49,78,71,19,43,84.64,2,Placed,17.1,Cohesity,https://www.geeksforgeeks.org/interview-experiences/cohesity-interview-experience-for-site-reliability-engineer-role-on-campus-2024/
214,6.19,3,2,4,100,97,49,68,5,70,88.31,1,Placed,29.37,Unknown,https://www.geeksforgeeks.org/interview-experiences/xoriant-associate-software-engineer-experience-for-for-freshers-on-campus-/
215,7.36,3,2,4,77,73,80,56,8,48,75.51,2,Placed,35.65,Mahindra Comviva,https://www.geeksforgeeks.org/interview-experiences/mahindra-comviva-interview-experience-for-product-development-engineer-on-campus-2023-full-time/
216,7.96,0,3,2,72,74,41,63,11,69,65.01,1,Not Placed,0.0,Realpage,https://www.geeksforgeeks.org/interview-experiences/realpage-interview-experience-on-campus/
217,7.98,1,4,1,90,99,88,77,16,43,81.11,1,Placed,23.73,Accenture,https://www.geeksforgeeks.org/interview-experiences/accenture-interview-experience-for-ase-on-campus-1/
218,9.61,0,5,2,92,59,46,91,10,56,86.5,1,Placed,14.02,PwC India,https://www.geeksforgeeks.org/interview-experiences/pwc-india-interview-experience-for-technology-consulting-internship-on-campus/
219,6.63,0,3,4,45,49,70,94,20,44,97.96,0,Placed,7.4,Arista,https://www.geeksforgeeks.org/interview-experiences/arista-interview-experience-on-campus-sde/
220,9.32,3,4,0,87,68,65,80,1,91,91.72,1,Not Placed,0.0,Microsoft Internship,https://www.geeksforgeeks.org/interview-experiences/microsoft-internship-interview-experience-for-software-engineer/
221,6.06,1,6,0,41,61,77,88,17,66,68.28,1,Placed,7.08,Unknown,https://www.geeksforgeeks.org/interview-experiences/deutsche-bank-interview-experiance-for-sde-full-time-on-campus/
222,6.36,2,3,6,75,86,97,77,16,52,65.89,1,Placed,36.37,Einfochips,https://www.geeksforgeeks.org/interview-experiences/einfochips-interview-experience-on-campus-2021-2/
223,7.1,2,5,5,45,45,75,42,6,41,89.18,2,Not Placed,0.0,KPIT Technologies,https://www.geeksforgeeks.org/interview-experiences/kpit-technologies-interview-experience-on-campus/
224,8.9,3,2,6,43,95,40,87,9,70,94.35,1,Placed,28.87,Deloitte,https://www.geeksforgeeks.org/interview-experiences/deloitte-interview-experience-for-associate-analyst-on-campus-2/
225,8.92,2,6,3,62,90,66,64,16,47,82.12,2,Not Placed,0.0,Squadcast Labs PVT LTD,https://www.geeksforgeeks.org/interview-experiences/squadcast-labs-pvt-ltd-interview-experience-on-campus/
226,7.98,0,2,0,67,42,88,96,18,49,87.23,0,Placed,25.04,Shorthills.ai,https://www.geeksforgeeks.org/interview-experiences/shorthills-ai-interview-experience-on-campus-sde1/
227,8.03,1,2,5,50,71,58,45,11,86,90.03,1,Placed,7.84,Accenture,https://www.geeksforgeeks.org/interview-experiences/accenture-interview-experience-for-associate-software-engineer-role-pada-role-on-campus-2024/
228,9.19,4,6,7,100,66,54,100,11,59,77.63,2,Placed,28.97,Energy Exemplar,https://www.geeksforgeeks.org/interview-experiences/energy-exemplar-interview-experience-on-campus-associate-software-engineer-internship-fte/
229,6.74,0,5,2,100,91,63,85,15,88,73.92,0,Placed,19.77,UST,https://www.geeksforgeeks.org/interview-experiences/ust-interview-experience-for-software-engineer-full-time/
230,6.62,4,4,3,81,85,68,70,19,58,67.06,1,Placed,24.41,Unilever,https://www.geeksforgeeks.org/interview-experiences/unilever-interview-experience-for-uniops-on-campus-selection-september-26-2024-at-vit-university/
231,6.09,1,1,7,94,86,62,84,12,45,69.65,0,Placed,30.08,Seimens EDA,https://www.geeksforgeeks.org/interview-experiences/seimens-eda-interview-experience-software-digital-profile-intern-ppo/
232,8.66,1,6,2,44,75,41,92,9,57,68.89,2,Not Placed,0.0,Happiest Mind,https://www.geeksforgeeks.org/interview-experiences/happiest-mind-interview-experience-on-campus-2024/
233,6.18,4,5,0,47,80,52,72,8,80,66.34,2,Placed,13.47,Uber,https://www.geeksforgeeks.org/interview-experiences/uber-interview-experience-on-campus/
234,9.76,2,3,3,43,72,75,42,2,60,89.77,0,Not Placed,0.0,Ibm,https://www.geeksforgeeks.org/interview-experiences/ibm-interview-experience-on-campus-sde/
235,7.02,3,5,8,63,50,63,62,6,72,74.24,1,Placed,5.69,Aantaric Technologies,https://www.geeksforgeeks.org/interview-experiences/aantaric-technologies-interview-experience-analog-design-engineer-fte/
236,8.9,3,5,4,79,42,53,77,17,42,85.9,1,Placed,31.17,Optum,https://www.geeksforgeeks.org/interview-experiences/optum-interview-experience-software-engineer-1-on-campus-3-rounds/
237,6.41,1,4,8,80,91,53,86,19,45,87.75,2,Placed,35.05,SAP LABS,https://www.geeksforgeeks.org/interview-experiences/sap-labs-interview-experience-on-campus-developer-associate/
238,9.33,2,4,0,50,95,54,80,7,60,83.55,2,Placed,24.01,VISA,https://www.geeksforgeeks.org/interview-experiences/visa-interview-experience-for-software-engineer-new-grad-on-campus-2024/
239,7.76,1,2,2,54,65,84,100,8,46,67.25,2,Placed,41.16,Tech Mahindra,https://www.geeksforgeeks.org/interview-experiences/tech-mahindra-interview-experience-on-campus-2024-25/
240,9.13,0,1,6,53,54,52,90,18,82,73.12,0,Placed,33.78,Apple,https://www.geeksforgeeks.org/interview-experiences/apple-interview-experience-sde-on-campus-2024/
241,7.94,4,2,7,65,97,52,88,19,100,87.82,0,Not Placed,0.0,Meesho,https://www.geeksforgeeks.org/interview-experiences/meesho-interview-experience-on-campus/
242,8.7,2,4,2,80,57,41,45,6,65,85.37,0,Placed,4.42,Accenture,https://www.geeksforgeeks.org/interview-experiences/accenture-interview-experience-on-campus-advanced-application-engineer-analyst/
243,9.1,1,1,2,97,78,54,53,18,40,82.57,1,Not Placed,0.0,Accenture,https://www.geeksforgeeks.org/interview-experiences/accenture-interview-experience-on-campus-2024/
244,7.15,4,4,4,67,71,84,84,10,60,89.44,0,Placed,44.16,Ion,https://www.geeksforgeeks.org/interview-experiences/ion-interview-experience-sde-on-campus/
245,6.64,3,2,6,70,77,86,66,16,50,72.97,0,Placed,44.15,Sopra Banking Software Internship,https://www.geeksforgeeks.org/interview-experiences/sopra-banking-software-internship-interview-experience-batch-2025/
246,8.63,3,4,1,63,66,65,44,5,45,88.98,1,Placed,10.73,FactSet,https://www.geeksforgeeks.org/interview-experiences/factset-interview-experience-oncampussde-role/
247,7.13,3,2,0,66,93,70,54,2,85,73.48,0,Not Placed,0.0,Trifacta,https://www.geeksforgeeks.org/interview-experiences/trifacta-interview-experience-on-campus/
248,6.58,2,5,0,80,100,45,69,1,97,87.71,0,Not Placed,0.0,Qualcomm Hardware |,https://www.geeksforgeeks.org/interview-experiences/qualcomm-hardware-interview-experience-soc-verification-role-6month-fte-on-campus/
249,7.59,2,6,4,79,59,62,83,8,80,91.37,1,Placed,18.72,EPAM,https://www.geeksforgeeks.org/interview-experiences/epam-interview-experience-2024-on-campus/
250,6.67,4,1,0,56,40,62,75,10,85,90.57,2,Placed,27.53,TCS Prime,https://www.geeksforgeeks.org/interview-experiences/tcs-prime-interview-experience-on-campus/
251,7.34,4,1,5,52,78,74,87,11,94,90.93,1,Not Placed,0.0,Box8,https://www.geeksforgeeks.org/interview-experiences/box8-interview-experience-software-developer-intern-inter-ppo-oncampus/
252,7.9,4,2,5,82,67,47,55,14,89,90.74,1,Placed,30.15,Zoho,https://www.geeksforgeeks.org/interview-experiences/zoho-interview-experience-2024-software-developer-on-campus-/
253,9.61,4,1,2,70,87,74,100,7,72,74.6,1,Placed,34.56,Oracle,https://www.geeksforgeeks.org/interview-experiences/oracle-interview-experience-on-campus-2024-intern-fulltime-2024/
254,6.85,3,1,8,84,79,56,99,0,94,97.21,2,Not Placed,0.0,Tech Mahindra,https://www.geeksforgeeks.org/interview-experiences/tech-mahindra-interview-experience-on-campus-5/
255,6.92,0,4,8,72,74,95,76,10,79,70.84,1,Placed,16.5,Hexaware,https://www.geeksforgeeks.org/interview-experiences/hexaware-interview-experience-3/
256,9.23,2,2,6,42,86,71,65,14,75,86.84,2,Placed,44.77,GreyOrange,https://www.geeksforgeeks.org/interview-experiences/greyorange-interview-experience-for-sdet-on-campus/
257,7.85,0,6,7,83,56,85,71,8,71,87.34,1,Placed,6.86,Deloitte USI Tax Technology,https://www.geeksforgeeks.org/interview-experiences/deloitte-usi-tax-technology-interview-experience-business-solution-analyst-1-software-engineer-1/
258,9.18,3,3,0,76,85,89,81,10,89,92.39,0,Placed,43.47,SAP Labs,https://www.geeksforgeeks.org/interview-experiences/sap-labs-interview-experience-2024-sapscholar-internship-on-campus/
259,9.46,1,3,2,47,66,69,76,8,95,65.85,2,Placed,38.37,Blue Flame Labs,https://www.geeksforgeeks.org/interview-experiences/blue-flame-labs-interview-experience-on-campus/
260,6.33,1,1,2,45,44,85,62,10,55,88.38,2,Placed,18.34,Zoho,https://www.geeksforgeeks.org/interview-experiences/zoho-interview-experience-on-campus-/
261,8.28,4,3,4,99,72,48,85,19,67,82.3,0,Not Placed,0.0,Google,https://www.geeksforgeeks.org/interview-experiences/google-interview-experience-swe-fte-on-campus-2024/
262,9.78,1,3,3,69,94,41,65,9,82,95.74,1,Not Placed,0.0,TCS,https://www.geeksforgeeks.org/interview-experiences/tcs-interview-experience-on-campus-4/
263,6.11,0,3,1,42,75,71,79,15,100,65.33,0,Placed,35.96,Unknown,https://www.geeksforgeeks.org/interview-experiences/amdocs-interview-experience-on-campus-fte/
264,6.48,0,6,8,82,51,88,90,6,46,95.83,1,Placed,29.91,WTW,https://www.geeksforgeeks.org/interview-experiences/wtw-interview-experience-analyst-software-quality-assurance-testing-role-full-time/
265,7.79,1,1,6,90,95,88,81,10,69,89.39,0,Not Placed,0.0,ProcDNA,https://www.geeksforgeeks.org/interview-experiences/procdna-interview-experience-for-technical-analyst-on-campus/
266,9.51,1,5,8,80,49,48,50,14,82,95.19,1,Not Placed,0.0,Bharti Airtel,https://www.geeksforgeeks.org/interview-experiences/bharti-airtel-interview-experience-for-information-security-and-cloud-operations-on-campus/
267,6.89,4,1,3,68,98,99,86,15,95,68.63,0,Placed,6.46,Deloitte India |,https://www.geeksforgeeks.org/interview-experiences/deloitte-india-interview-experience-admm-analyst-full-time-2025-batch-on-campus/
268,7.65,1,4,3,48,89,94,68,20,62,68.48,2,Placed,4.99,Ansys Software Pvt. Ltd.,https://www.geeksforgeeks.org/interview-experiences/ansys-software-pvt-ltd-interview-experience-sde-intership-performance-based-ppo/
269,8.56,0,3,2,70,40,76,67,10,76,92.68,2,Not Placed,0.0,Unthinkable Solutions,https://www.geeksforgeeks.org/interview-experiences/unthinkable-solutions-interview-experience-2024/
270,8.08,3,6,0,51,59,54,97,18,67,92.13,0,Placed,6.21,Unknown,https://www.geeksforgeeks.org/category/experiences/interview-experiences/internship-interview-experiences/
271,6.73,2,3,3,72,69,65,67,8,60,72.26,1,Placed,29.49,Accenture,https://www.geeksforgeeks.org/interview-experiences/accenture-interview-experience-for-advance-application-engineering-aeh-on-campus-fte-2025-1/
272,8.44,3,2,6,53,64,54,62,12,80,66.1,0,Placed,39.18,TCS,https://www.geeksforgeeks.org/interview-experiences/tcs-interview-experience-on-campus-full-stack-developer/
273,7.46,4,1,6,91,61,93,58,14,57,76.88,0,Not Placed,0.0,Unknown,https://www.geeksforgeeks.org/interview-experiences/merilytics-interview-experince-for-data-engineer-1-2024-oncampus/
274,6.63,2,5,2,92,98,71,100,15,73,78.98,1,Not Placed,0.0,Digivriddhi(DGV),https://www.geeksforgeeks.org/interview-experiences/digivriddhidgv-interview-experience-on-campus-placement/
275,7.48,1,1,0,100,83,91,44,13,80,75.32,0,Placed,36.19,Lenze India,https://www.geeksforgeeks.org/interview-experiences/lenze-india-interview-experience-for-software-tester-role-on-campus-2024-batch/
276,9.16,4,6,0,72,79,75,90,17,50,83.52,1,Placed,26.07,Deloitte,https://www.geeksforgeeks.org/interview-experiences/deloitte-interview-experience-for-india-analyst-on-campus/
277,7.58,0,3,7,62,55,60,78,13,52,78.52,0,Placed,36.93,Shipsy,https://www.geeksforgeeks.org/interview-experiences/shipsy-interview-experience-for-sde-on-campus/
278,7.36,0,6,2,68,43,84,99,16,64,93.92,2,Placed,12.28,Netradyne,https://www.geeksforgeeks.org/interview-experiences/netradyne-interview-experience-on-campus-batch-2025/
279,6.16,3,1,1,42,54,41,71,16,87,92.52,1,Placed,44.32,Cloudkaptan,https://www.geeksforgeeks.org/interview-experiences/cloudkaptan-interview-experienceoncampustrainee/
280,9.36,1,3,1,86,52,79,67,8,78,75.96,1,Placed,7.31,Unknown,https://www.geeksforgeeks.org/interview-experiences/quicksell-interview-experince-back-end-engineer-on-campus/
281,6.11,1,5,7,87,68,92,83,12,82,88.84,0,Placed,31.88,Accenture,https://www.geeksforgeeks.org/interview-experiences/accenture-interview-experience-on-campus-2024-2/
282,8.75,1,4,2,89,93,78,53,0,69,74.69,2,Placed,13.39,Accenture,https://www.geeksforgeeks.org/interview-experiences/accenture-interview-experience-for-advanced-app-engineering-analyst-2024-25/
283,9.45,4,4,7,52,79,52,96,1,79,81.27,2,Placed,25.6,Siemens EDA,https://www.geeksforgeeks.org/interview-experiences/siemens-eda-interview-experience-for-sde-role-on-campus/
284,9.33,1,5,7,74,56,89,89,2,88,67.78,1,Placed,8.37,Vide Alpha (On-Campus),https://www.geeksforgeeks.org/interview-experiences/vide-alpha-on-campus-interview-experience/
285,7.81,3,1,8,51,82,94,97,15,89,87.27,2,Placed,10.36,Einfochips,https://www.geeksforgeeks.org/interview-experiences/einfochips-interview-experience-on-campus-2021/
286,6.8,0,6,5,57,41,55,100,10,77,93.52,2,Placed,38.47,JPMC,https://www.geeksforgeeks.org/interview-experiences/jpmc-interview-experience-sde-full-time-on-campus/
287,6.98,0,2,1,50,50,98,44,3,41,80.41,0,Not Placed,0.0,MulticoreWare,https://www.geeksforgeeks.org/interview-experiences/multicoreware-interview-experience-on-campus/
288,7.18,3,3,0,62,48,85,82,17,53,79.13,1,Placed,33.37,TCS,https://www.geeksforgeeks.org/interview-experiences/tcs-interview-experience-for-digital-on-campus-2024-/
289,6.54,4,1,6,80,59,64,86,4,72,89.55,1,Not Placed,0.0,Caterpillar,https://www.geeksforgeeks.org/interview-experiences/caterpillar-interview-experience-on-campus-1/
290,6.64,0,6,4,64,97,41,51,7,92,65.04,0,Placed,42.86,Course 5 Intelligence (C5i),https://www.geeksforgeeks.org/interview-experiences/course-5-intelligence-c5i-interview-experience-junior-data-analyst/
291,9.64,0,6,0,92,54,89,79,14,96,96.01,1,Placed,27.57,Oracle,https://www.geeksforgeeks.org/interview-experiences/oracle-interview-experience-application-developeron-campus-12th-august-2024/
292,8.31,0,3,7,99,48,81,87,16,77,70.74,2,Placed,24.77,Optimus Infotech,https://www.geeksforgeeks.org/interview-experiences/optimus-infotech-interview-experience-for-sde-fresher-on-campus/
293,6.28,0,6,8,42,58,45,91,18,89,86.97,1,Placed,37.53,Optum,https://www.geeksforgeeks.org/interview-experiences/optum-interview-experience-2024-tdp-associate-on-campus/
294,7.98,0,6,2,60,86,82,95,9,100,75.73,0,Not Placed,0.0,EY GDS,https://www.geeksforgeeks.org/interview-experiences/ey-gds-interview-experience-on-campus-1/
295,8.8,1,3,3,99,44,74,100,15,75,65.89,1,Placed,6.57,State Street,https://www.geeksforgeeks.org/interview-experiences/state-street-interview-experience-technology-internship-program-6-months/
296,6.96,4,5,1,51,59,84,53,16,55,81.11,2,Placed,32.28,DXC technology,https://www.geeksforgeeks.org/interview-experiences/dxc-technology-interview-experience-for-associate-engineer-on-campus/
297,7.07,3,5,6,50,69,78,49,1,70,83.9,2,Not Placed,0.0,Barclays,https://www.geeksforgeeks.org/interview-experiences/barclays-interview-experience-fte-on-campus-2025/
298,6.04,4,6,6,66,44,42,95,4,81,95.37,0,Placed,12.69,IQVIA,https://www.geeksforgeeks.org/interview-experiences/iqvia-interview-experience-for-analyst-role-6m-internshipppo-on-campus/
299,8.89,0,6,8,90,84,43,51,9,51,94.29,1,Not Placed,0.0,Cvent,https://www.geeksforgeeks.org/interview-experiences/cvent-interview-experience-for-sre-role-on-campus/
300,8.16,0,6,0,81,73,90,79,13,82,87.04,1,Not Placed,0.0,Rapi-Pay,https://www.geeksforgeeks.org/interview-experiences/rapi-pay-interview-experience-on-campus-2024/
301,9.6,3,5,8,100,79,86,77,2,71,80.07,0,Placed,20.01,Informatica,https://www.geeksforgeeks.org/interview-experiences/informatica-interview-experience-for-apprenticeship-fte-on-campus-2024/
